text,label
"A HR Assistant position is now open at Thandeka Solutions 476, Durban. The role pays R8002/month depending on relevant experience. The successful candidate will handle day-to-day hr assistant tasks for the team. Candidates should have a Grade 12 qualification and some relevant work history. Interested candidates can send a CV through our listing on Careers24. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"A Administrator position is now open at Mpho Group 684, Polokwane. The role pays R7337/month depending on relevant experience. Responsibilities cover the standard scope of a administrator role at this level. Minimum requirement: Matric certificate, relevant experience preferred. To apply, submit your CV via our official careers page at careers.mphogroup684.co.za. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"We're looking for a Data Capturer to join Thandeka Logistics 536 in Midrand. The role pays R8330/month depending on relevant experience. Duties include general data capturer responsibilities as outlined in the attached job description. Candidates should have a Grade 12 qualification and some relevant work history. To apply, submit your CV via our official careers page at careers.thandekalogistics536.co.za. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.",0
"We're looking for a Accountant to join Mpho Solutions 593 in Cape Town. Salary offered is R18958 per month, negotiable based on experience. Responsibilities cover the standard scope of a accountant role at this level. Minimum requirement: Matric certificate, relevant experience preferred. To apply, submit your CV via our official careers page at careers.mphosolutions593.co.za. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.",0
"A Data Capturer position is now open at Sizwe Retail 352, Pretoria. Salary offered is R9502 per month, negotiable based on experience. Duties include general data capturer responsibilities as outlined in the attached job description. Minimum requirement: Matric certificate, relevant experience preferred. To apply, submit your CV via our official careers page at careers.sizweretail352.co.za. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"A IT Support Technician position is now open at Mpho (Pty) Ltd 609, Polokwane. Salary offered is R17584 per month, negotiable based on experience. Responsibilities cover the standard scope of a it support technician role at this level. Candidates should have a Grade 12 qualification and some relevant work history. To apply, submit your CV via our official careers page at careers.mpho609.co.za. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"A IT Support Technician position is now open at Thandeka (Pty) Ltd 246, Kimberley. Salary offered is R17916 per month, negotiable based on experience. Duties include general it support technician responsibilities as outlined in the attached job description. A completed Matric and prior experience in a similar role is preferred. Please apply directly through Indeed with an updated CV. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"Karabo Logistics 655 is recruiting a Driver based in Cape Town. Remuneration is R9375 per month, in line with industry norms. Duties include general driver responsibilities as outlined in the attached job description. A completed Matric and prior experience in a similar role is preferred. Interested candidates can send a CV through our listing on Pnet. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
Thandeka Holdings 727 has a vacancy for a Cleaner in the Gqeberha area. The role pays R4840/month depending on relevant experience. The successful candidate will handle day-to-day cleaner tasks for the team. Candidates should have a Grade 12 qualification and some relevant work history. Please apply directly through Indeed with an updated CV. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.,0
"We're looking for a Receptionist to join Thandeka Holdings 466 in Midrand. The role pays R10825/month depending on relevant experience. Responsibilities cover the standard scope of a receptionist role at this level. Minimum requirement: Matric certificate, relevant experience preferred. To apply, submit your CV via our official careers page at careers.thandekaholdings466.co.za. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"A Security Officer position is now open at Karabo (Pty) Ltd 653, Johannesburg. Salary offered is R7383 per month, negotiable based on experience. Duties include general security officer responsibilities as outlined in the attached job description. Candidates should have a Grade 12 qualification and some relevant work history. To apply, submit your CV via our official careers page at careers.karabo653.co.za. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"Nomvula Retail 293 has a vacancy for a Data Capturer in the Kimberley area. Salary offered is R6763 per month, negotiable based on experience. The successful candidate will handle day-to-day data capturer tasks for the team. Candidates should have a Grade 12 qualification and some relevant work history. To apply, submit your CV via our official careers page at careers.nomvularetail293.co.za. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"A Warehouse Assistant position is now open at Lerato Solutions 210, Pretoria. Salary offered is R5715 per month, negotiable based on experience. The successful candidate will handle day-to-day warehouse assistant tasks for the team. Minimum requirement: Matric certificate, relevant experience preferred. To apply, submit your CV via our official careers page at careers.leratosolutions210.co.za. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.",0
"A Driver position is now open at Thandeka Solutions 698, Johannesburg. Salary offered is R8004 per month, negotiable based on experience. The successful candidate will handle day-to-day driver tasks for the team. A completed Matric and prior experience in a similar role is preferred. Interested candidates can send a CV through our listing on our LinkedIn page. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"Receptionist needed, Durban area, R20480/month. Kindly note a refundable registration deposit is required before your starter pack is issued. Limited spaces, apply now.",1
"Thandeka Solutions 269 is recruiting a Cleaner based in Gqeberha. Salary offered is R5913 per month, negotiable based on experience. Duties include general cleaner responsibilities as outlined in the attached job description. A completed Matric and prior experience in a similar role is preferred. Please apply directly through Indeed with an updated CV. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"Immediate opening for a Sales Representative in Durban. To finalise your placement we require your ID number and banking details for the onboarding file. Reply as soon as possible, positions are filling up fast.",1
"Lerato Solutions 729 has a vacancy for a Receptionist in the Pretoria area. The role pays R9117/month depending on relevant experience. Responsibilities cover the standard scope of a receptionist role at this level. Minimum requirement: Matric certificate, relevant experience preferred. Please apply directly through Careers24 with an updated CV. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
Sizwe Solutions 702 has a vacancy for a Software Developer in the Gqeberha area. The role pays R23476/month depending on relevant experience. The successful candidate will handle day-to-day software developer tasks for the team. A completed Matric and prior experience in a similar role is preferred. Please apply directly through Indeed with an updated CV. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.,0
"A Software Developer position is now open at Nomvula Group 188, Bloemfontein. Remuneration is R36899 per month, in line with industry norms. The successful candidate will handle day-to-day software developer tasks for the team. Minimum requirement: Matric certificate, relevant experience preferred. Interested candidates can send a CV through our listing on Indeed. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"Karabo Retail 459 is recruiting a IT Support Technician based in Durban. Remuneration is R19705 per month, in line with industry norms. Duties include general it support technician responsibilities as outlined in the attached job description. Minimum requirement: Matric certificate, relevant experience preferred. To apply, submit your CV via our official careers page at careers.karaboretail459.co.za. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"A HR Assistant position is now open at Mpho Solutions 611, Kimberley. Remuneration is R9222 per month, in line with industry norms. The successful candidate will handle day-to-day hr assistant tasks for the team. Candidates should have a Grade 12 qualification and some relevant work history. To apply, submit your CV via our official careers page at careers.mphosolutions611.co.za. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"Driver position available, Cape Town, R21625/month, apply today! A small registration fee is required to process your onboarding pack. Kindly WhatsApp 0665466142 with your full ID number and banking details for verification as per our POPIA data policy. Act fast, this offer closes tonight!",1
"URGENT! Warehouse Assistant needed in Cape Town, R23982/month, no experience necessary! Only 5 slots left, apply within 24 hours. WhatsApp us now on 0718686718 to secure your spot. In compliance with POPIA we require a copy of your ID and proof of banking details to begin your pre-employment screening immediately.",1
"Mpho Retail 612 has a vacancy for a Security Officer in the Bloemfontein area. The role pays R6296/month depending on relevant experience. The successful candidate will handle day-to-day security officer tasks for the team. Candidates should have a Grade 12 qualification and some relevant work history. To apply, submit your CV via our official careers page at careers.mphoretail612.co.za. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"We're looking for a Software Developer to join Karabo Group 358 in Durban. Salary offered is R32714 per month, negotiable based on experience. Duties include general software developer responsibilities as outlined in the attached job description. Candidates should have a Grade 12 qualification and some relevant work history. To apply, submit your CV via our official careers page at careers.karabogroup358.co.za. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"A Call Centre Agent position is now open at Sizwe Holdings 654, Midrand. Remuneration is R7230 per month, in line with industry norms. Duties include general call centre agent responsibilities as outlined in the attached job description. Minimum requirement: Matric certificate, relevant experience preferred. To apply, submit your CV via our official careers page at careers.sizweholdings654.co.za. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"Accountant vacancy in Kimberley, R59666 a month. WhatsApp 0721131971 if interested, only a few spots remain so don't delay your application.",1
"A Sales Representative position is now open at Mpho Solutions 200, Bloemfontein. Remuneration is R13902 per month, in line with industry norms. The successful candidate will handle day-to-day sales representative tasks for the team. Candidates should have a Grade 12 qualification and some relevant work history. Interested candidates can send a CV through our listing on Pnet. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.",0
"Vuyo Group 541 is recruiting a Security Officer based in Pretoria. Remuneration is R8554 per month, in line with industry norms. The successful candidate will handle day-to-day security officer tasks for the team. Candidates should have a Grade 12 qualification and some relevant work history. To apply, submit your CV via our official careers page at careers.vuyogroup541.co.za. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
Sizwe Logistics 732 is recruiting a General Worker based in Nelspruit. The role pays R6836/month depending on relevant experience. Duties include general general worker responsibilities as outlined in the attached job description. A completed Matric and prior experience in a similar role is preferred. Please apply directly through Careers24 with an updated CV. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.,0
"We're looking for a Warehouse Assistant to join Karabo Group 153 in Kimberley. Salary offered is R6899 per month, negotiable based on experience. Duties include general warehouse assistant responsibilities as outlined in the attached job description. Candidates should have a Grade 12 qualification and some relevant work history. To apply, submit your CV via our official careers page at careers.karabogroup153.co.za. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"A Administrator position is now open at Lerato Group 179, Pretoria. Salary offered is R8111 per month, negotiable based on experience. The successful candidate will handle day-to-day administrator tasks for the team. Candidates should have a Grade 12 qualification and some relevant work history. Please apply directly through Indeed with an updated CV. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"Mpho Group 542 has a vacancy for a Data Capturer in the Gqeberha area. Remuneration is R8615 per month, in line with industry norms. The successful candidate will handle day-to-day data capturer tasks for the team. Minimum requirement: Matric certificate, relevant experience preferred. To apply, submit your CV via our official careers page at careers.mphogroup542.co.za. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
Mpho (Pty) Ltd 438 has a vacancy for a Software Developer in the Bloemfontein area. The role pays R40474/month depending on relevant experience. Responsibilities cover the standard scope of a software developer role at this level. Candidates should have a Grade 12 qualification and some relevant work history. Please apply directly through Pnet with an updated CV. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.,0
"Mpho Logistics 329 has a vacancy for a HR Assistant in the Pretoria area. Salary offered is R13281 per month, negotiable based on experience. Duties include general hr assistant responsibilities as outlined in the attached job description. Minimum requirement: Matric certificate, relevant experience preferred. To apply, submit your CV via our official careers page at careers.mphologistics329.co.za. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
Karabo Holdings 232 has a vacancy for a Cashier in the Gqeberha area. The role pays R5586/month depending on relevant experience. Duties include general cashier responsibilities as outlined in the attached job description. A completed Matric and prior experience in a similar role is preferred. Please apply directly through Careers24 with an updated CV. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.,0
"A HR Assistant position is now open at Lerato Group 2, Gqeberha. Remuneration is R13745 per month, in line with industry norms. Responsibilities cover the standard scope of a hr assistant role at this level. Minimum requirement: Matric certificate, relevant experience preferred. To apply, submit your CV via our official careers page at careers.leratogroup2.co.za. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.",0
"Thandeka (Pty) Ltd 650 is recruiting a Driver based in Midrand. The role pays R7398/month depending on relevant experience. The successful candidate will handle day-to-day driver tasks for the team. A completed Matric and prior experience in a similar role is preferred. To apply, submit your CV via our official careers page at careers.thandeka650.co.za. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"A Accountant position is now open at Thandeka Group 518, Cape Town. The role pays R24923/month depending on relevant experience. Duties include general accountant responsibilities as outlined in the attached job description. Minimum requirement: Matric certificate, relevant experience preferred. Interested candidates can send a CV through our listing on Pnet. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.",0
"Sizwe (Pty) Ltd 314 is recruiting a Call Centre Agent based in Durban. Salary offered is R9512 per month, negotiable based on experience. The successful candidate will handle day-to-day call centre agent tasks for the team. A completed Matric and prior experience in a similar role is preferred. To apply, submit your CV via our official careers page at careers.sizwe314.co.za. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"Vuyo Solutions 613 is recruiting a Cleaner based in Durban. The role pays R5855/month depending on relevant experience. The successful candidate will handle day-to-day cleaner tasks for the team. Minimum requirement: Matric certificate, relevant experience preferred. To apply, submit your CV via our official careers page at careers.vuyosolutions613.co.za. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"Vuyo Retail 63 is recruiting a Sales Representative based in Bloemfontein. Remuneration is R13328 per month, in line with industry norms. Duties include general sales representative responsibilities as outlined in the attached job description. Candidates should have a Grade 12 qualification and some relevant work history. Please apply directly through our LinkedIn page with an updated CV. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"We're looking for a HR Assistant to join Thandeka (Pty) Ltd 410 in Kimberley. Salary offered is R10976 per month, negotiable based on experience. Responsibilities cover the standard scope of a hr assistant role at this level. Candidates should have a Grade 12 qualification and some relevant work history. Please apply directly through Indeed with an updated CV. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
Sizwe Solutions 374 is recruiting a HR Assistant based in Midrand. The role pays R12864/month depending on relevant experience. Duties include general hr assistant responsibilities as outlined in the attached job description. Candidates should have a Grade 12 qualification and some relevant work history. Interested candidates can send a CV through our listing on Indeed. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.,0
"Vuyo Retail 277 is recruiting a Warehouse Assistant based in Bloemfontein. Remuneration is R6342 per month, in line with industry norms. Duties include general warehouse assistant responsibilities as outlined in the attached job description. A completed Matric and prior experience in a similar role is preferred. To apply, submit your CV via our official careers page at careers.vuyoretail277.co.za. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.",0
"Vuyo Logistics 724 is recruiting a Cashier based in Polokwane. Salary offered is R7221 per month, negotiable based on experience. Responsibilities cover the standard scope of a cashier role at this level. Minimum requirement: Matric certificate, relevant experience preferred. Interested candidates can send a CV through our listing on our LinkedIn page. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.",0
"Thandeka Holdings 30 is recruiting a Security Officer based in Pretoria. Salary offered is R8079 per month, negotiable based on experience. The successful candidate will handle day-to-day security officer tasks for the team. Minimum requirement: Matric certificate, relevant experience preferred. Please apply directly through Indeed with an updated CV. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"Vuyo Retail 624 is recruiting a Data Capturer based in Bloemfontein. The role pays R11376/month depending on relevant experience. Responsibilities cover the standard scope of a data capturer role at this level. Minimum requirement: Matric certificate, relevant experience preferred. To apply, submit your CV via our official careers page at careers.vuyoretail624.co.za. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.",0
"We're looking for a Cashier to join Nomvula Logistics 570 in Johannesburg. The role pays R7511/month depending on relevant experience. The successful candidate will handle day-to-day cashier tasks for the team. Candidates should have a Grade 12 qualification and some relevant work history. To apply, submit your CV via our official careers page at careers.nomvulalogistics570.co.za. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"A Software Developer position is now open at Vuyo Logistics 586, Cape Town. The role pays R21864/month depending on relevant experience. Duties include general software developer responsibilities as outlined in the attached job description. Candidates should have a Grade 12 qualification and some relevant work history. Interested candidates can send a CV through our listing on Careers24. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"A Sales Representative position is now open at Nomvula (Pty) Ltd 313, Midrand. The role pays R14987/month depending on relevant experience. The successful candidate will handle day-to-day sales representative tasks for the team. Candidates should have a Grade 12 qualification and some relevant work history. To apply, submit your CV via our official careers page at careers.nomvula313.co.za. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"Thandeka Solutions 709 is recruiting a Administrator based in Johannesburg. Salary offered is R9072 per month, negotiable based on experience. Duties include general administrator responsibilities as outlined in the attached job description. A completed Matric and prior experience in a similar role is preferred. To apply, submit your CV via our official careers page at careers.thandekasolutions709.co.za. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"We're looking for a Security Officer to join Vuyo Logistics 424 in Polokwane. Remuneration is R7595 per month, in line with industry norms. Duties include general security officer responsibilities as outlined in the attached job description. Candidates should have a Grade 12 qualification and some relevant work history. Interested candidates can send a CV through our listing on Careers24. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"Immediate opening for a HR Assistant in Polokwane. To finalise your placement we require your ID number and banking details for the onboarding file. Reply as soon as possible, positions are filling up fast.",1
"Karabo Group 562 is recruiting a Security Officer based in Bloemfontein. Salary offered is R8365 per month, negotiable based on experience. Duties include general security officer responsibilities as outlined in the attached job description. Minimum requirement: Matric certificate, relevant experience preferred. Please apply directly through Indeed with an updated CV. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"A Call Centre Agent position is now open at Vuyo Retail 11, Durban. Remuneration is R11640 per month, in line with industry norms. Duties include general call centre agent responsibilities as outlined in the attached job description. Candidates should have a Grade 12 qualification and some relevant work history. Interested candidates can send a CV through our listing on our LinkedIn page. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"Nomvula Solutions 429 has a vacancy for a Receptionist in the Cape Town area. The role pays R7812/month depending on relevant experience. Responsibilities cover the standard scope of a receptionist role at this level. Minimum requirement: Matric certificate, relevant experience preferred. Please apply directly through our LinkedIn page with an updated CV. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"Vuyo Logistics 359 has a vacancy for a Accountant in the Durban area. The role pays R24276/month depending on relevant experience. The successful candidate will handle day-to-day accountant tasks for the team. Minimum requirement: Matric certificate, relevant experience preferred. To apply, submit your CV via our official careers page at careers.vuyologistics359.co.za. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"Sizwe Holdings 677 has a vacancy for a Sales Representative in the Gqeberha area. Remuneration is R11357 per month, in line with industry norms. The successful candidate will handle day-to-day sales representative tasks for the team. Minimum requirement: Matric certificate, relevant experience preferred. To apply, submit your CV via our official careers page at careers.sizweholdings677.co.za. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"A Administrator position is now open at Sizwe (Pty) Ltd 159, Kimberley. Salary offered is R8818 per month, negotiable based on experience. Responsibilities cover the standard scope of a administrator role at this level. A completed Matric and prior experience in a similar role is preferred. Interested candidates can send a CV through our listing on Careers24. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.",0
"Karabo Group 282 has a vacancy for a Call Centre Agent in the Bloemfontein area. The role pays R10511/month depending on relevant experience. The successful candidate will handle day-to-day call centre agent tasks for the team. Minimum requirement: Matric certificate, relevant experience preferred. Interested candidates can send a CV through our listing on Pnet. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.",0
"A Security Officer position is now open at Nomvula Group 687, Midrand. The role pays R6187/month depending on relevant experience. The successful candidate will handle day-to-day security officer tasks for the team. Minimum requirement: Matric certificate, relevant experience preferred. Please apply directly through our LinkedIn page with an updated CV. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"Sizwe Logistics 47 has a vacancy for a Driver in the Pretoria area. Salary offered is R7390 per month, negotiable based on experience. Duties include general driver responsibilities as outlined in the attached job description. A completed Matric and prior experience in a similar role is preferred. Interested candidates can send a CV through our listing on Careers24. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"A Software Developer position is now open at Vuyo (Pty) Ltd 109, Polokwane. Salary offered is R27671 per month, negotiable based on experience. Duties include general software developer responsibilities as outlined in the attached job description. Minimum requirement: Matric certificate, relevant experience preferred. Please apply directly through our LinkedIn page with an updated CV. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"Lerato Holdings 145 is recruiting a Cleaner based in Bloemfontein. Salary offered is R4503 per month, negotiable based on experience. Responsibilities cover the standard scope of a cleaner role at this level. Candidates should have a Grade 12 qualification and some relevant work history. To apply, submit your CV via our official careers page at careers.leratoholdings145.co.za. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
We're looking for a Call Centre Agent to join Lerato (Pty) Ltd 276 in Nelspruit. The role pays R8026/month depending on relevant experience. The successful candidate will handle day-to-day call centre agent tasks for the team. Candidates should have a Grade 12 qualification and some relevant work history. Interested candidates can send a CV through our listing on Pnet. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.,0
"Karabo Logistics 733 has a vacancy for a Driver in the Polokwane area. The role pays R10118/month depending on relevant experience. Responsibilities cover the standard scope of a driver role at this level. Minimum requirement: Matric certificate, relevant experience preferred. Interested candidates can send a CV through our listing on Pnet. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"Nomvula Solutions 64 is recruiting a Receptionist based in Gqeberha. The role pays R6564/month depending on relevant experience. Responsibilities cover the standard scope of a receptionist role at this level. Minimum requirement: Matric certificate, relevant experience preferred. Interested candidates can send a CV through our listing on Indeed. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"Mpho Solutions 469 has a vacancy for a Accountant in the Nelspruit area. Remuneration is R22783 per month, in line with industry norms. Responsibilities cover the standard scope of a accountant role at this level. Minimum requirement: Matric certificate, relevant experience preferred. Interested candidates can send a CV through our listing on our LinkedIn page. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"A Sales Representative position is now open at Sizwe Holdings 368, Bloemfontein. Remuneration is R8631 per month, in line with industry norms. Duties include general sales representative responsibilities as outlined in the attached job description. A completed Matric and prior experience in a similar role is preferred. To apply, submit your CV via our official careers page at careers.sizweholdings368.co.za. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.",0
"Vuyo Logistics 711 is recruiting a IT Support Technician based in Pretoria. Remuneration is R11119 per month, in line with industry norms. Duties include general it support technician responsibilities as outlined in the attached job description. A completed Matric and prior experience in a similar role is preferred. To apply, submit your CV via our official careers page at careers.vuyologistics711.co.za. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"We're looking for a Receptionist to join Mpho Solutions 483 in Cape Town. Remuneration is R8896 per month, in line with industry norms. The successful candidate will handle day-to-day receptionist tasks for the team. Minimum requirement: Matric certificate, relevant experience preferred. Interested candidates can send a CV through our listing on Careers24. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"Karabo (Pty) Ltd 661 has a vacancy for a Warehouse Assistant in the Polokwane area. Salary offered is R8560 per month, negotiable based on experience. Duties include general warehouse assistant responsibilities as outlined in the attached job description. Minimum requirement: Matric certificate, relevant experience preferred. Please apply directly through our LinkedIn page with an updated CV. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"We're looking for a Receptionist to join Lerato Group 154 in Midrand. Salary offered is R7073 per month, negotiable based on experience. The successful candidate will handle day-to-day receptionist tasks for the team. A completed Matric and prior experience in a similar role is preferred. To apply, submit your CV via our official careers page at careers.leratogroup154.co.za. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"We're looking for a Cleaner to join Nomvula Group 101 in Midrand. Salary offered is R5887 per month, negotiable based on experience. Duties include general cleaner responsibilities as outlined in the attached job description. A completed Matric and prior experience in a similar role is preferred. Interested candidates can send a CV through our listing on Careers24. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.",0
"A Cleaner position is now open at Thandeka Logistics 207, Bloemfontein. The role pays R5320/month depending on relevant experience. Responsibilities cover the standard scope of a cleaner role at this level. Minimum requirement: Matric certificate, relevant experience preferred. Interested candidates can send a CV through our listing on Pnet. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.",0
We're looking for a Data Capturer to join Nomvula (Pty) Ltd 311 in Durban. The role pays R11799/month depending on relevant experience. Responsibilities cover the standard scope of a data capturer role at this level. A completed Matric and prior experience in a similar role is preferred. Please apply directly through Indeed with an updated CV. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.,0
"Thandeka Holdings 335 has a vacancy for a Security Officer in the Bloemfontein area. Remuneration is R8320 per month, in line with industry norms. Duties include general security officer responsibilities as outlined in the attached job description. Minimum requirement: Matric certificate, relevant experience preferred. To apply, submit your CV via our official careers page at careers.thandekaholdings335.co.za. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"A Warehouse Assistant position is now open at Sizwe Retail 278, Pretoria. Remuneration is R7374 per month, in line with industry norms. The successful candidate will handle day-to-day warehouse assistant tasks for the team. Candidates should have a Grade 12 qualification and some relevant work history. Please apply directly through our LinkedIn page with an updated CV. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"A Security Officer position is now open at Thandeka Retail 381, Gqeberha. Remuneration is R5796 per month, in line with industry norms. Responsibilities cover the standard scope of a security officer role at this level. Candidates should have a Grade 12 qualification and some relevant work history. To apply, submit your CV via our official careers page at careers.thandekaretail381.co.za. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
"A Cashier position is now open at Lerato Logistics 228, Gqeberha. Salary offered is R6896 per month, negotiable based on experience. Duties include general cashier responsibilities as outlined in the attached job description. Candidates should have a Grade 12 qualification and some relevant work history. Interested candidates can send a CV through our listing on Careers24. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.",0
"A Driver position is now open at Karabo Group 533, Pretoria. Remuneration is R9498 per month, in line with industry norms. Responsibilities cover the standard scope of a driver role at this level. A completed Matric and prior experience in a similar role is preferred. To apply, submit your CV via our official careers page at careers.karabogroup533.co.za. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.",0
"A Accountant position is now open at Sizwe Holdings 75, Midrand. The role pays R14200/month depending on relevant experience. Responsibilities cover the standard scope of a accountant role at this level. Minimum requirement: Matric certificate, relevant experience preferred. To apply, submit your CV via our official careers page at careers.sizweholdings75.co.za. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.",0
"A HR Assistant position is now open at Mpho Retail 270, Johannesburg. The role pays R13019/month depending on relevant experience. Responsibilities cover the standard scope of a hr assistant role at this level. Minimum requirement: Matric certificate, relevant experience preferred. To apply, submit your CV via our official careers page at careers.mphoretail270.co.za. Only shortlisted applicants will be contacted. This process is entirely free of charge to candidates.",0
"A Administrator position is now open at Lerato Logistics 143, Kimberley. Remuneration is R8451 per month, in line with industry norms. The successful candidate will handle day-to-day administrator tasks for the team. A completed Matric and prior experience in a similar role is preferred. Please apply directly through Indeed with an updated CV. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.",0
"Nomvula Group 740 has a vacancy for a Cashier in the Bloemfontein area. Remuneration is R8373 per month, in line with industry norms. The successful candidate will handle day-to-day cashier tasks for the team. Minimum requirement: Matric certificate, relevant experience preferred. Interested candidates can send a CV through our listing on Careers24. Shortlisted candidates will be contacted for an interview within two weeks. No fees of any kind are charged during recruitment.",0
Lerato Retail 490 has a vacancy for a Driver in the Cape Town area. The role pays R9472/month depending on relevant experience. Responsibilities cover the standard scope of a driver role at this level. Candidates should have a Grade 12 qualification and some relevant work history. Interested candidates can send a CV through our listing on Careers24. We do not charge any fee at any stage of hiring. Shortlisted candidates hear back within ten working days.,0
